PremiseId,Occupier ID,Name,BusinessType,SubCategory,Category,Guardian-sector,Classification,PostCode,Town,Latitude,Longitude,CreatedDate,ClosedDate,Selected Town,Pre-lockdown,Lockdown,Post Lockdown,FrLastVerifiedDate,OrLastVerifiedDate
50081721,13031423,The Sawyer's Arms,Multiple,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 2RP,Manchester,53.48075,-2.24823,11/12/2014,,Spinningfield,Open,,,9/7/2020,14/7/2020
50082748,13691739,Sevenoaks Sound & Vision,Multiple,Home Entertainment,Electrical Goods & Home Entertainment,Other,Comparison,M3 3BW,Manchester,53.48099,-2.24966,17/1/2020,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52539443,13691846,Ruh Dental,Independent,Dentists,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3HA,Manchester,53.480207,-2.251474,17/1/2020,,Spinningfield,Open,Open,Open,9/7/2020,14/7/2020
52984867,13692074,The One Thai Massage,Independent,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 2RH,Manchester,53.48085,-2.24832,20/1/2020,,Spinningfield,Open,,,9/7/2020,14/7/2020
52991537,13712318,Ultimate Performance,Multiple,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3AQ,Manchester,53.48011,-2.25388,4/3/2020,,Spinningfield,Open,,,9/7/2020,14/7/2020
52984887,13747435,The Lawn Club,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3EB,Manchester,53.47908,-2.25219,14/7/2020,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
53002924,13750245,Hawksmoor,Multiple,Restaurant - British,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3WB,Manchester,53.47906,-2.24932,21/7/2020,,Spinningfield,Open,,,21/7/2020,21/7/2020
53002925,13750246,One Eight Six,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3WB,Manchester,53.47903,-2.24924,21/7/2020,,Spinningfield,Open,,Open,21/7/2020,21/7/2020
50082884,10082884,Blacks,Multiple,Camping Goods & Outdoor Wear,"Sports, Toys, Cycle Shops & Hobbies",Other,Comparison,M3 3NN,Manchester,53.47841,-2.24968,26/7/2002,,Spinningfield,Open,,Open,10/7/2020,14/7/2020
50084027,10084027,The Bridge,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3BW,Manchester,53.48095,-2.24941,19/8/2002,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
50084218,10084218,Salon Maier,Independent,Hairpieces & Wigs,"Chemists, Toiletries & Health",Other,Comparison,M3 3BW,Manchester,53.48099,-2.24983,20/8/2002,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52003235,12003235,Wagamama,Multiple,Restaurant - Japanese,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AP,Manchester,53.47977,-2.2495,12/10/2008,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52003274,12003274,Pret A Manger,Multiple,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3EB,Manchester,53.47996,-2.24987,12/10/2008,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52177873,12177873,Nails Icon,Independent,Nail Salons,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 2RJ,Manchester,53.4808,-2.24847,17/11/2009,,Spinningfield,Open,,,9/7/2020,14/7/2020
52178047,12178047,Bagel Nash,Multiple,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3EB,Manchester,53.479811,-2.249349,18/11/2009,,Spinningfield,Open,,,9/7/2020,14/7/2020
52532500,12532500,Emporio Armani,Multiple,Fashion Shops,Fashion & General Clothing,Fashion & clothing,Comparison,M3 3AE,Manchester,53.481213,-2.253742,19/2/2011,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52539412,12539412,The Slug & Lettuce,Multiple,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3AN,Manchester,53.48123,-2.25336,27/2/2011,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52539415,12539415,The Alchemist ,Multiple,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3PL,Manchester,53.479564,-2.250075,27/2/2011,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52539438,12539438,Oliver Sweeney,Multiple,Shoe Shops,Footwear,Other,Comparison,M3 3HF,Manchester,53.479564,-2.250075,1/3/2011,,Spinningfield,Open,,,9/7/2020,14/7/2020
52610051,12617948,Pure Gym,Multiple,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3HF,Manchester,53.47988,-2.250781,23/8/2011,,Spinningfield,Open,,,9/7/2020,14/7/2020
50084223,12829204,Costa,Multiple,Coffee Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3BZ,Manchester,53.48115,-2.25082,8/4/2013,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52532704,12957995,AcuSpa,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3BW,Manchester,53.48104,-2.25002,23/4/2014,,Spinningfield,Open,,,9/7/2020,14/7/2020
52003276,13076512,Scene,Independent,Restaurant - Indian,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AN,Manchester,53.480617,-2.254929,13/5/2015,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52817710,13076629,Hawksmoor,Multiple,Restaurant - British,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3WB,Manchester,53.48221,-2.24675,13/5/2015,14/7/2020,Spinningfield,Open,,Open,13/7/2020,14/7/2020
52817774,13077046,Tattu,Independent,Restaurant - Chinese,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3EB,Manchester,53.4795,-2.25229,14/5/2015,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
50083253,13264519,Opera House Manchester,Multiple,Theatres & Concert Halls,Entertainment,Other,Leisure,M3 3HP,Manchester,53.47871,-2.25148,3/11/2009,,Spinningfield,Open,,,11/7/2020,14/7/2020
52539413,13456965,The Range,Independent,Amusement Parks & Arcades,Entertainment,Other,Leisure,M3 3AD,Manchester,53.480822,-2.254434,4/5/2018,14/7/2020,Spinningfield,Open,,,9/7/2020,14/7/2020
52648504,13457016,Philpotts,Multiple,Coffee Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3HF,Manchester,53.479872,-2.250798,27/9/2017,,Spinningfield,Open,,,9/7/2020,14/7/2020
52342370,13457025,Masons Restaurant Bar,Independent,Restaurant & Bar,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3BT,Manchester,53.4812,-2.25012,4/5/2018,,Spinningfield,Open,,,9/7/2020,14/7/2020
52177374,13532027,Manahatta,Multiple,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3ND,Manchester,53.4788,-2.24964,7/12/2018,,Spinningfield,Open,,Open,10/7/2020,14/7/2020
52539411,13532113,The Co-operative Food,Multiple,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,M3 3BZ,Manchester,53.48117,-2.25094,7/12/2018,,Spinningfield,Open,Open,Open,9/7/2020,14/7/2020
52939753,13533013,The Blowout,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3HP,Manchester,53.47883,-2.25138,10/12/2018,,Spinningfield,Open,,,11/7/2020,14/7/2020
52946452,13559510,Allied Irish Bank PLC,Multiple,Banks & Other Financial Institutions,"Banks, Financial Services & Building Societies",Other,Service,M3 3HF,Manchester,53.47967,-2.25128,25/2/2019,,Spinningfield,Open,Open,Open,9/7/2020,14/7/2020
52691251,13024772,Fazenda Rodizio Bar & Grill,Multiple,Restaurant - Brazilian,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AP,Manchester,53.48,-2.24923,7/11/2014,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52539441,13025474,Iberica Restaurants,Multiple,Restaurant - Spanish,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3HF,Manchester,53.47948,-2.25119,25/11/2014,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
50520661,13129340,Salvation Hair,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 2RJ,Manchester,53.48085,-2.24886,28/10/2015,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52831200,13149289,Comptoir Libanais,Multiple,Restaurant - Lebanese,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3HF,Manchester,53.47956,-2.25007,24/12/2015,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52539413,13608829,Albatross & Arnold,Independent,Restaurant - British,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AD,Manchester,53.480822,-2.254434,5/7/2019,14/7/2020,Spinningfield,Open,,,9/7/2020,21/7/2020
52569056,13608830,Banyan,Multiple,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3PL,Manchester,53.479564,-2.250075,5/7/2019,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52960363,13610259,Honest Burgers,Multiple,Restaurant - American,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3BT,Manchester,53.48181,-2.24992,15/7/2019,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52342549,13610261,Bridge Street Studios,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3BW,Manchester,53.48093,-2.24929,15/7/2019,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52961016,13611925,Dermaskin,Independent,Cosmetic Surgery,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3EJ,Manchester,53.47904,-2.2533,17/7/2019,,Spinningfield,Open,,,11/7/2020,14/7/2020
52342628,13747450,Rosa's Thai Cafe,Multiple,Restaurant - Thai,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3WB,Manchester,53.47922,-2.2493,14/7/2020,,Spinningfield,Open,,Open,13/7/2020,14/7/2020
50493744,10493744,NatWest,Multiple,Banks & Other Financial Institutions,"Banks, Financial Services & Building Societies",Other,Service,M3 3LY,Manchester,53.47929,-2.2492,6/2/2007,,Spinningfield,Open,Open,,9/7/2020,14/7/2020
50082319,13691810,Enriqueta's,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3EH,Manchester,53.48027,-2.24856,17/1/2020,,Spinningfield,Open,,,10/7/2020,14/7/2020
50698057,13691836,Bill's,Multiple,Restaurant - British,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AB,Manchester,53.48011,-2.25065,17/1/2020,,Spinningfield,Open,,,9/7/2020,14/7/2020
52648319,13691847,BLVD,Independent,Restaurant & Bar,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3FL,Manchester,53.48013,-2.252216,17/1/2020,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52342784,12829199,Doherty Evans & Stott,Independent,Tailors,Fashion & General Clothing,Fashion & clothing,Comparison,M3 2RJ,Manchester,53.480801,-2.248586,8/4/2013,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52648306,12830524,The Gas Lamp,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3BW,Manchester,53.480846,-2.249478,11/4/2013,,Spinningfield,Open,,,9/7/2020,14/7/2020
52532706,12532706,Fix 2 Fit Tailors,Independent,Tailors,Fashion & General Clothing,Fashion & clothing,Comparison,M3 2RJ,Manchester,53.48078,-2.24833,19/2/2011,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52623439,12539467,T.M. Lewin,Multiple,Shirt Makers,Fashion & General Clothing,Fashion & clothing,Comparison,M3 3HF,Manchester,53.47986,-2.250783,3/3/2011,,Spinningfield,Open,,,9/7/2020,14/7/2020
52178048,13189026,Itsu,Multiple,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3AQ,Manchester,53.48032,-2.25353,6/5/2016,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52342922,13189032,Nudo Sushi Box,Multiple,Restaurant - Japanese,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3PL,Manchester,53.479476,-2.251187,6/5/2016,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52876150,13316981,Nomad Travel Store & Clinic,Multiple,Camping Goods & Outdoor Wear,"Sports, Toys, Cycle Shops & Hobbies",Other,Comparison,M3 2RJ,Manchester,53.48078,-2.24858,10/5/2017,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52623417,13456983,Australasia,Multiple,Restaurant - Oceanic,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AP,Manchester,53.47979,-2.249351,4/5/2018,,Spinningfield,Open,,,9/7/2020,14/7/2020
52922953,13458008,M&S Foodhall,Multiple,Supermarkets,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,M3 3HP,Manchester,53.47981,-2.25214,9/5/2018,,Spinningfield,Open,Open,,11/7/2020,29/7/2020
52939763,13533096,Pot Kettle Black,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3HF,Manchester,53.47883,-2.25138,11/12/2018,14/7/2020,Spinningfield,Open,,,11/7/2020,14/7/2020
50505642,13747448,Pieminister,Multiple,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3NE,Manchester,53.47852,-2.24962,14/7/2020,,Spinningfield,Open,,Open,13/7/2020,14/7/2020
52539444,12690158,Flannels,Multiple,Fashion Shops,Fashion & General Clothing,Fashion & clothing,Comparison,M3 3HA,Manchester,53.48034,-2.25142,1/2/2012,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52062870,13608713,Federal Cafe & Bar,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3ND,Manchester,53.4788,-2.24964,5/7/2019,,Spinningfield,Open,,Open,10/7/2020,14/7/2020
52003279,13608725,Coutts & Co,Multiple,Banks & Other Financial Institutions,"Banks, Financial Services & Building Societies",Other,Service,M3 3AQ,Manchester,53.48,-2.25041,5/7/2019,,Spinningfield,Open,Open,Open,9/7/2020,14/7/2020
52651945,13728289,Printing.com,Multiple,Printers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,M33 6RH,Sale,53.42105,-2.33031,2/4/2020,24/7/2020,Sale,Open,,Open,22/7/2020,24/7/2020
52409634,12794426,B&M Bargains,Multiple,Discount Store,Discount & Surplus Stores,Other,Comparison,M33 2AE,Sale,53.425078,-2.316538,18/12/2012,,Sale,Open,Open,Open,21/7/2020,24/7/2020
50785078,13751418,Amaan's Kitchen,Independent,Indian Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 6WT,Sale,53.425774,-2.326522,24/7/2020,,Sale,Open,,Open,21/7/2020,24/7/2020
50785229,13751429,Safe Hands Care & Support Services,Independent,Recruitment Agencies,Employment & Post Offices,Other,Service,M33 7XB,Sale,53.425539,-2.323766,24/7/2020,,Sale,Open,,Open,21/7/2020,24/7/2020
50920359,13751435,Wow Com!x,Independent,Comics Bookshops,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,M33 7SN,Sale,53.424258,-2.322282,24/7/2020,,Sale,Open,,Open,21/7/2020,24/7/2020
52925316,13751438,Little Eataly,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 3HP,Sale,53.41952,-2.30398,24/7/2020,,Sale,Open,,Open,23/7/2020,24/7/2020
52959566,13751441,Club 22 Tattoo,Independent,Tattooing & Piercing,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 4JH,Sale,53.40805,-2.3441,24/7/2020,,Sale,Open,,Open,23/7/2020,24/7/2020
52409640,13751452,Sale Town Barbers 2,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 7XB,Sale,53.42528,-2.32238,24/7/2020,,Sale,Open,,Open,23/7/2020,24/7/2020
52410719,13751455,Keratin One,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 7DY,Sale,53.425871,-2.320729,24/7/2020,,Sale,Open,,Open,23/7/2020,24/7/2020
52122992,13751458,GRB Skin Clinic,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 7AN,Sale,53.427556,-2.322728,24/7/2020,,Sale,Open,,Open,23/7/2020,24/7/2020
50961276,13751547,Vera,Independent,Pizza Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 4WB,Sale,53.41526,-2.34876,24/7/2020,,Sale,Open,,Open,22/5/2008,24/7/2020
52897530,13556677,Robins Day Citroen,Multiple,Car Dealers,Car & Motorbike Showrooms,Other,Comparison,M33 4BL,Sale,53.41595,-2.33552,18/2/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52374826,13603758,Kelly Louise Hairdressing,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 7DT,Sale,53.42686,-2.32259,19/6/2019,,Sale,Open,,Open,21/7/2020,24/7/2020
52675818,13603764,Salon 189,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 7JG,Sale,53.43158,-2.31869,19/6/2019,,Sale,Open,,Open,21/7/2020,24/7/2020
50785047,13603770,Milktray,Independent,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 2DH,Sale,53.42403,-2.31672,19/6/2019,,Sale,Open,,Open,21/7/2020,24/7/2020
50946282,13603781,Get Free Books,Independent,Booksellers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,M33 7XZ,Sale,53.424393,-2.322087,19/6/2019,24/7/2020,Sale,Open,,,21/7/2020,24/7/2020
52302243,13603787,Eastway Convenience Store,Multiple,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,M33 4DX,Sale,53.41101,-2.34008,19/6/2019,5/6/2020,Sale,Open,Open,Open,19/6/2019,19/6/2019
52925316,13603790,Papa G's,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 3HP,Sale,53.41952,-2.30398,19/6/2019,24/7/2020,Sale,Open,,,22/7/2020,24/7/2020
52959255,13604388,Bohemia,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 4DX,Sale,53.41094,-2.34005,24/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959258,13604391,Cream Hairdressing,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 6LA,Sale,53.43181,-2.32146,24/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959495,13605819,Salmo Engineers,Independent,Garden & Patio Furniture,Florists & Garden,Other,Comparison,M33 6LB,Sale,53.43153,-2.32026,28/6/2019,,Sale,Open,,Open,21/7/2020,24/7/2020
52959498,13605822,Brooklands Lodge,Independent,Guesthouses,Accommodation,Other,Leisure,M33 3NE,Sale,53.41769,-2.32122,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959500,13605825,Norris Launderette,Independent,Laundries & Launderettes,"Launderettes, Dry Cleaners & Other",Other,Service,M33 2UP,Sale,53.4149,-2.29848,28/6/2019,,Sale,Open,Open,,22/7/2020,24/7/2020
52959510,13605839,Goldlion,Independent,Chinese Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 3JS,Sale,53.41338,-2.30833,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959511,13605842,Madras Spice,Independent,Restaurant - Indian,Restaurants,"Restaurants, cafes & fast food",Leisure,M33 2SR,Sale,53.41973,-2.30261,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959513,13605851,Cafe Rose,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 2SR,Sale,53.41978,-2.30252,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959521,13605859,Eurotec Windows,Independent,Door & Window Furniture,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Comparison,M33 2PT,Sale,53.41849,-2.29077,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959524,13605862,Revive Hair Studio,Independent,Hairdressers,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 5JD,Sale,53.42705,-2.35169,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959526,13605865,Freddy's Kitchen,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 5JD,Sale,53.42707,-2.3516,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959539,13605925,Edibell,Independent,Take Away Food Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 6RH,Sale,53.421,-2.33071,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959543,13605931,Smart Tattoo,Independent,Tattooing & Piercing,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 4AH,Sale,53.41921,-2.33202,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959551,13605942,Cornerstones Guest House,Independent,Guesthouses,Accommodation,Other,Leisure,M33 4RA,Sale,53.41954,-2.3336,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52959555,13605948,UKS Mobility,Independent,Mobility Services,Miscellaneous,Other,Service,M33 7TY,Sale,53.42099,-2.32994,28/6/2019,,Sale,Open,,Open,22/7/2020,24/7/2020
52123009,13468187,George Frank,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 7HF,Sale,53.427535,-2.32341,8/6/2018,,Sale,Open,,Open,21/7/2020,24/7/2020
50785125,13468198,Mintique Designs,Independent,Interior Design / Decoration,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Comparison,M33 7DY,Sale,53.425871,-2.320729,8/6/2018,,Sale,Open,,Open,21/7/2020,24/7/2020
52122971,13468204,FF Kitchen,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M33 2DH,Sale,53.42415,-2.31709,8/6/2018,,Sale,Open,,Open,21/7/2020,24/7/2020
52328597,13468207,TanZo-Go,Independent,Travel Agents,Travel Agents & Tour Operators,Other,Service,M33 7FT,Sale,53.42656,-2.32278,8/6/2018,24/7/2020,Sale,Open,,,21/7/2020,24/7/2020
52409655,13468210,"Sale, Tyre & Battery",Independent,Tyre Dealers,Auto Services,Other,Service,M33 2FE,Sale,53.42105,-2.30693,8/6/2018,,Sale,Open,Open,Open,22/7/2020,24/7/2020
52820836,13468218,Learn CCTV,Independent,Security Equipment,"Furniture, Carpets, Textiles, Bathrooms & Kitchens",Household items,Comparison,M33 7JR,Sale,53.43247,-2.31788,8/6/2018,,Sale,Open,,Open,21/7/2020,24/7/2020
52384727,13468224,Lady Muck Aesthetics,Independent,Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Service,M33 7XN,Sale,53.424624,-2.323127,8/6/2018,,Sale,Open,,Open,21/7/2020,24/7/2020
